Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
GAGE12E	GAGE12E	chrX	+	49541733	49549097	0.000000	0.000000	0.000000
GAGE12H	GAGE12H	chrX	+	49541733	49549097	0.000000	0.000000	0.000000
GAGE12F	GAGE12F	chrX	+	49551255	49558649	0.000000	0.000000	0.000000
GAGE12D	GAGE12D	chrX	+	49551278	49558659	0.000000	0.000000	0.000000
GAGE12G	GAGE12G	chrX	+	49551286	49558649	0.000000	0.000000	0.000000
GAGE12C	GAGE12C	chrX	+	49551289	49558649	0.000000	0.000000	0.000000
GAGE12E	GAGE12E	chrX	+	49551289	49558649	0.000000	0.000000	0.000000
GAGE12H	GAGE12H	chrX	+	49551289	49558649	0.000000	0.000000	0.000000
GAGE12F	GAGE12F	chrX	+	49560808	49568208	0.000000	0.000000	0.000000
GAGE12D	GAGE12D	chrX	+	49560831	49568218	0.000000	0.000000	0.000000
GAGE12G	GAGE12G	chrX	+	49560839	49568208	0.000000	0.000000	0.000000
GAGE12C	GAGE12C	chrX	+	49560842	49568208	0.000000	0.000000	0.000000
GAGE12E	GAGE12E	chrX	+	49560842	49568208	0.000000	0.000000	0.000000
GAGE4	GAGE4	chrX	+	49560876	49568204	0.000000	0.000000	0.000000
GAGE12B	GAGE12B	chrX	+	49560877	49568144	0.000000	0.000000	0.000000
GAGE6	GAGE6	chrX	+	49560877	49568204	0.000000	0.000000	0.000000
GAGE7	GAGE7	chrX	+	49560879	49568204	0.000000	0.000000	0.000000
GAGE5	GAGE5	chrX	+	49560884	49568208	0.000000	0.000000	0.000000
GAGE12I	GAGE12I	chrX	+	49560904	49568208	0.000000	0.000000	0.000000
GAGE12F	GAGE12F	chrX	+	49570366	49577757	0.000000	0.000000	0.000000
GAGE12D	GAGE12D	chrX	+	49570389	49577767	0.000000	0.000000	0.000000
GAGE12G	GAGE12G	chrX	+	49570397	49577757	0.000000	0.000000	0.000000
GAGE12C	GAGE12C	chrX	+	49570400	49577757	0.000000	0.000000	0.000000
GAGE12E	GAGE12E	chrX	+	49570400	49577757	0.000000	0.000000	0.000000
GAGE4	GAGE4	chrX	+	49570434	49577753	0.000000	0.000000	0.000000
GAGE12B	GAGE12B	chrX	+	49570435	49577693	0.000000	0.000000	0.000000
GAGE6	GAGE6	chrX	+	49570435	49577753	0.000000	0.000000	0.000000
GAGE7	GAGE7	chrX	+	49570437	49577753	0.000000	0.000000	0.000000
GAGE5	GAGE5	chrX	+	49570442	49577757	0.000000	0.000000	0.000000
GAGE12I	GAGE12I	chrX	+	49570462	49577757	0.000000	0.000000	0.000000
GAGE12D	GAGE12D	chrX	+	49579938	49587314	0.000000	0.000000	0.000000
GAGE12C	GAGE12C	chrX	+	49579949	49587304	0.000000	0.000000	0.000000
GAGE12E	GAGE12E	chrX	+	49579949	49587304	0.000000	0.000000	0.000000
GAGE12H	GAGE12H	chrX	+	49579949	49587304	0.000000	0.000000	0.000000
GAGE2A	GAGE2A	chrX	+	49589515	49596827	0.000000	0.000000	0.000000
GAGE2B	GAGE2B	chrX	+	49589529	49596808	0.000000	0.000000	0.000000
GAGE2C	GAGE2C	chrX	+	49589529	49596837	0.000000	0.000000	0.000000
GAGE1	GAGE1	chrX	+	49599013	49608536	0.149634	0.184870	0.330979
PAGE1	PAGE1	chrX	-	49687447	49695984	0.0	0.0	0.0
PAGE4	PAGE4	chrX	+	49829260	49834264	0.0	0.0	0.0
USP27X-AS1	USP27X-AS1	chrX	-	49876724	49879356	0.128080	0.158240	0.283303
USP27X	USP27X	chrX	+	49879484	49882557	0.182498	0.225473	0.403671
CLCN5	CLCN5	chrX	+	49922596	50099235	0.221659	0.338694	0.606374
MIR532	MIR532	chrX	+	50003148	50003238	0.000000	0.000000	0.000000
MIR188	MIR188	chrX	+	50003503	50003588	0.000000	0.000000	0.000000
MIR500A	MIR500A	chrX	+	50008431	50008514	0.000000	0.000000	0.000000
MIR362	MIR362	chrX	+	50008964	50009027	0.000000	0.000000	0.000000
MIR501	MIR501	chrX	+	50009722	50009805	0.000000	0.000000	0.000000
MIR500B	MIR500B	chrX	+	50010672	50010750	0.000000	0.000000	0.000000
MIR660	MIR660	chrX	+	50013241	50013337	0.000000	0.000000	0.000000
MIR502	MIR502	chrX	+	50014598	50014683	0.000000	0.000000	0.000000
AKAP4	AKAP4	chrX	-	50190777	50201007	0.0	0.0	0.0
CCNB3	CCNB3	chrX	+	50204765	50351912	0.000000	0.000000	0.000000
DGKK	DGKK	chrX	-	50365409	50470825	0.0	0.0	0.0
SHROOM4	SHROOM4	chrX	-	50591645	50814044	0.0	0.0	0.0
BMP15	BMP15	chrX	+	50910735	50916641	0.0	0.0	0.0
LINC01284	LINC01284	chrX	-	51095836	51171421	0.0	0.0	0.0
NUDT10	NUDT10	chrX	+	51332231	51337525	0.0	0.0	0.0
EZHIP	EZHIP	chrX	+	51406948	51408841	0.0	0.0	0.0
NUDT11	NUDT11	chrX	-	51490011	51496592	0.845442	1.044528	1.870051
LINC01496	LINC01496	chrX	-	51499909	51507441	0.0	0.0	0.0
CENPVL3	CENPVL3	chrX	-	51617021	51618912	0.024841	0.030691	0.054946
CENPVL1	CENPVL1	chrX	-	51681213	51712130	0.0	0.0	0.0
CENPVL2	CENPVL2	chrX	-	51681213	51712130	0.0	0.0	0.0
GSPT2	GSPT2	chrX	+	51743442	51746230	1.143244	1.412457	2.528766
MAGED1	MAGED1	chrX	+	51803076	51902354	10.774962	15.867892	28.408781
MAGED4	MAGED4	chrX	-	52061827	52069272	0.007703	0.009559	0.017114
MAGED4B	MAGED4B	chrX	-	52061827	52069272	0.015406	0.019500	0.034911
SNORA11D	SNORA11D	chrX	-	52063347	52063473	0.000000	0.000000	0.000000
SNORA11E	SNORA11E	chrX	-	52063347	52063473	0.000000	0.000000	0.000000
MAGED4	MAGED4	chrX	+	52184823	52192268	0.000000	0.000000	0.000000
MAGED4B	MAGED4B	chrX	+	52184823	52192268	0.000000	0.000000	0.000000
SNORA11D	SNORA11D	chrX	+	52190622	52190748	0.000000	0.000000	0.000000
SNORA11E	SNORA11E	chrX	+	52190622	52190748	0.000000	0.000000	0.000000
MIR8088	MIR8088	chrX	-	52336557	52336642	0.0	0.0	0.0
XAGE2	XAGE2	chrX	+	52369021	52375679	0.0	0.0	0.0
XAGE1B	XAGE1B	chrX	+	52495668	52500811	0.000000	0.000000	0.000000
XAGE1A	XAGE1A	chrX	+	52495808	52500811	0.000000	0.000000	0.000000
XAGE1A	XAGE1A	chrX	-	52512078	52517081	0.000000	0.000000	0.000000
XAGE1B	XAGE1B	chrX	-	52512078	52517221	0.000000	0.000000	0.000000
SSX8P	SSX8P	chrX	+	52622935	52633948	0.0	0.0	0.0
SSX7	SSX7	chrX	-	52644061	52654900	0.0	0.0	0.0
SSX2	SSX2	chrX	-	52696896	52761536	0.0	0.0	0.0
SSX2B	SSX2B	chrX	-	52696896	52761536	0.0	0.0	0.0
SPANXN5	SPANXN5	chrX	-	52796144	52797427	0.0	0.0	0.0
XAGE5	XAGE5	chrX	+	52812204	52818298	0.0	0.0	0.0
XAGE3	XAGE3	chrX	-	52862529	52868083	0.0	0.0	0.0
FAM156B	FAM156B	chrX	+	52891592	52908558	0.000000	0.000000	0.000000
FAM156A	FAM156A	chrX	+	52897243	52908558	0.000000	0.000000	0.000000
FAM156A	FAM156A	chrX	-	52947256	52995472	0.000000	0.000000	0.000000
FAM156B	FAM156B	chrX	-	52947256	52964222	0.000000	0.000000	0.000000
GPR173	GPR173	chrX	+	53048789	53080614	0.0	0.0	0.0
TSPYL2	TSPYL2	chrX	+	53082367	53088540	3.218966	3.976973	7.120100
KANTR	KANTR	chrX	+	53094157	53148008	0.190277	1.435731	2.570434
KDM5C	KDM5C	chrX	-	53176277	53225422	5.213480	9.075742	16.248583
MIR6895	MIR6895	chrX	-	53195411	53195488	0.000000	0.000000	0.000000
MIR6894	MIR6894	chrX	-	53198889	53198945	0.000000	0.000000	0.000000
IQSEC2	IQSEC2	chrX	-	53232876	53321350	0.582773	14.076758	25.202061
SMC1A	SMC1A	chrX	-	53374149	53422728	6.129673	7.573099	13.558354
MIR6857	MIR6857	chrX	-	53405673	53405765	0.021505	0.026569	0.047567
RIBC1	RIBC1	chrX	+	53422856	53431120	0.000000	0.000000	0.000000
HSD17B10	HSD17B10	chrX	-	53431258	53434376	91.849251	114.606766	205.184067
HUWE1	HUWE1	chrX	-	53532096	53686719	4.076868	5.036896	9.017711
MIR98	MIR98	chrX	-	53556223	53556341	0.142857	0.176497	0.315988
MIRLET7F2	MIRLET7F2	chrX	-	53557192	53557274	0.000000	0.000000	0.000000
PHF8	PHF8	chrX	-	53936680	54045136	1.646005	2.697747	4.829861
FAM120C	FAM120C	chrX	-	54068324	54183254	0.078661	0.202247	0.362089
WNK3	WNK3	chrX	-	54192823	54358046	0.580720	0.720062	1.289150
TSR2	TSR2	chrX	+	54440375	54448027	0.814058	1.005754	1.800632
FGD1	FGD1	chrX	-	54445454	54496234	1.684275	2.080891	3.725484
GNL3L	GNL3L	chrX	+	54530219	54567289	4.847950	6.003580	10.748396
ITIH6	ITIH6	chrX	-	54748918	54798255	0.0	0.0	0.0
MAGED2	MAGED2	chrX	+	54807745	54816015	11.049283	19.598854	35.088440
SNORA11	SNORA11	chrX	+	54814370	54814500	0.000000	0.000000	0.000000
TRO	TRO	chrX	+	54920563	54931431	0.018868	0.025062	0.044869
SNORA11G	SNORA11G	chrX	+	54927305	54927435	0.000000	0.000000	0.000000
PFKFB1	PFKFB1	chrX	-	54932961	54998534	0.0	0.0	0.0
APEX2	APEX2	chrX	+	55000363	55009057	5.673345	7.013366	12.556248
ALAS2	ALAS2	chrX	-	55009055	55030977	0.000000	0.000000	0.000000
PAGE2B	PAGE2B	chrX	+	55075030	55078909	0.0	0.0	0.0
PAGE2	PAGE2	chrX	+	55089018	55092842	0.0	0.0	0.0
FAM104B	FAM104B	chrX	-	55143102	55161195	3.834957	8.619043	15.430943
MTRNR2L10	MTRNR2L10	chrX	-	55181392	55182442	4.592852	5.674384	10.159027
SNORA109	SNORA109	chrX	-	55183481	55183607	0.083990	0.103768	0.185779
PAGE5	PAGE5	chrX	+	55220346	55224108	0.0	0.0	0.0
PAGE3	PAGE3	chrX	-	55258416	55264916	0.0	0.0	0.0
LOC100421746	LOC100421746	chrX	+	55280088	55288786	0.0	0.0	0.0
MIR4536-1	MIR4536-1	chrX	-	55451495	55451582	0.0	0.0	0.0
MIR4536-2	MIR4536-2	chrX	+	55451495	55451582	0.0	0.0	0.0
MAGEH1	MAGEH1	chrX	+	55452127	55453566	2.662480	3.289445	5.889196
USP51	USP51	chrX	-	55484616	55489198	0.202589	0.250295	0.448111
FOXR2	FOXR2	chrX	+	55623400	55626192	0.0	0.0	0.0
RRAGB	RRAGB	chrX	+	55717749	55758774	0.567878	0.744102	1.332189
KLF8	KLF8	chrX	+	55908123	56291530	0.000000	0.000000	0.000000
UBQLN2	UBQLN2	chrX	+	56563627	56567868	3.632663	4.488089	8.035165
NBDY	NBDY	chrX	+	56729243	56819178	10.399507	12.848399	23.002892
UQCRBP1	UQCRBP1	chrX	-	56736788	56737584	0.326223	0.403042	0.721580
SPIN3	SPIN3	chrX	-	56975120	56995541	0.062060	0.131162	0.234824
SPIN2B	SPIN2B	chrX	-	57119682	57121548	0.055380	0.090275	0.161623
SPIN2A	SPIN2A	chrX	-	57135650	57137625	0.0	0.0	0.0
FAAH2	FAAH2	chrX	+	57286677	57489196	0.000000	0.000000	0.000000
ZXDB	ZXDB	chrX	+	57592011	57597477	0.244101	0.301582	0.539932
NLRP2B	NLRP2B	chrX	-	57677067	57680260	0.0	0.0	0.0
ZXDA	ZXDA	chrX	-	57905430	57910458	0.032511	0.040167	0.071912
SPIN4	SPIN4	chrX	-	63347228	63351332	3.988573	4.927809	8.822410
LINC01278	LINC01278	chrX	-	63426558	63561095	0.437120	1.167031	2.089372
ARHGEF9	ARHGEF9	chrX	-	63634967	63785214	0.050213	0.412678	0.738830
ARHGEF9-IT1	ARHGEF9-IT1	chrX	-	63670196	63671502	0.000000	0.000000	0.000000
MIR1468	MIR1468	chrX	-	63786002	63786087	0.0	0.0	0.0
AMER1	AMER1	chrX	-	64185117	64205708	0.350541	0.433087	0.775369
ASB12	ASB12	chrX	-	64224194	64230607	0.0	0.0	0.0
MTMR8	MTMR8	chrX	-	64268081	64395452	0.000000	0.000000	0.000000
ZC4H2	ZC4H2	chrX	-	64915802	65034741	1.625495	2.153102	3.854766
ZC3H12B	ZC3H12B	chrX	+	65488735	65507887	0.123071	0.152052	0.272223
LAS1L	LAS1L	chrX	-	65512582	65534806	1.428781	2.936646	5.257569
FRMD8P1	FRMD8P1	chrX	-	65550622	65552421	0.013056	0.016130	0.028879
MSN	MSN	chrX	+	65667654	65741931	32.719189	40.423954	72.372269
MIR223	MIR223	chrX	+	66018870	66018979	0.0	0.0	0.0
VSIG4	VSIG4	chrX	-	66021738	66040125	0.0	0.0	0.0
HEPH	HEPH	chrX	+	66162671	66268863	0.0	0.0	0.0
EDA2R	EDA2R	chrX	-	66595640	66639298	0.0	0.0	0.0
AR	AR	chrX	+	67544021	67730619	0.000000	0.000000	0.000000
OPHN1	OPHN1	chrX	-	68042344	68433495	0.865353	1.069128	1.914093
YIPF6	YIPF6	chrX	+	68498782	68537285	2.569221	3.311401	5.928504
STARD8	STARD8	chrX	+	68647669	68725842	0.000000	0.000000	0.000000
EFNB1	EFNB1	chrX	+	68829021	68842160	0.466091	0.575847	1.030957
PJA1	PJA1	chrX	-	69160746	69165453	0.201213	0.248595	0.445067
LINC00269	LINC00269	chrX	+	69179557	69209924	0.0	0.0	0.0
FAM155B	FAM155B	chrX	+	69504326	69532508	0.472243	0.583448	1.044564
EDA	EDA	chrX	+	69616113	70039471	0.000000	0.000000	0.000000
MIR676	MIR676	chrX	+	70022857	70022923	0.000000	0.000000	0.000000
AWAT2	AWAT2	chrX	-	70040542	70049938	0.0	0.0	0.0
OTUD6A	OTUD6A	chrX	+	70062457	70064179	0.0	0.0	0.0
IGBP1	IGBP1	chrX	+	70133447	70166323	1.270375	1.569525	2.809969
DGAT2L6	DGAT2L6	chrX	+	70177483	70205704	0.000000	0.000000	0.000000
AWAT1	AWAT1	chrX	+	70234655	70240659	0.000000	0.000000	0.000000
P2RY4	P2RY4	chrX	-	70258166	70259804	0.000000	0.000000	0.000000
ARR3	ARR3	chrX	+	70268334	70281840	0.000000	0.000000	0.000000
RAB41	RAB41	chrX	+	70282172	70285002	0.000000	0.000000	0.000000
PDZD11	PDZD11	chrX	-	70286596	70289927	31.186556	42.630726	76.323120
KIF4A	KIF4A	chrX	+	70290104	70420886	3.866868	4.777444	8.553207
GDPD2	GDPD2	chrX	+	70423031	70433391	0.000000	0.000000	0.000000
DLG3	DLG3	chrX	+	70444835	70505489	0.026743	0.213473	0.382187
DLG3-AS1	DLG3-AS1	chrX	-	70452956	70455994	0.000000	0.000000	0.000000
TEX11	TEX11	chrX	-	70528940	70908711	0.0	0.0	0.0
SNORD3E	SNORD3E	chrX	-	70846081	70846295	0.0	0.0	0.0
SLC7A3	SLC7A3	chrX	-	70925580	70931096	0.0	0.0	0.0
SNX12	SNX12	chrX	-	71059247	71073426	1.261177	1.639154	2.934629
FOXO4	FOXO4	chrX	+	71095851	71103532	0.565947	0.699217	1.251830
CXorf65	CXorf65	chrX	-	71103889	71106740	0.0	0.0	0.0
IL2RG	IL2RG	chrX	-	71107406	71111577	0.0	0.0	0.0
MED12	MED12	chrX	+	71118596	71142449	1.972288	2.436726	4.362546
NLGN3	NLGN3	chrX	+	71144831	71171201	0.000000	0.000000	0.000000
GJB1	GJB1	chrX	+	71215212	71225516	0.000000	0.000000	0.000000
ZMYM3	ZMYM3	chrX	-	71239624	71255197	2.154927	3.078398	5.511351
NONO	NONO	chrX	+	71283192	71301171	38.430119	57.116405	102.257278
ITGB1BP2	ITGB1BP2	chrX	+	71301750	71305371	0.000000	0.000000	0.000000
TAF1	TAF1	chrX	+	71366357	71530525	0.036081	0.267927	0.479677
INGX	INGX	chrX	-	71491681	71492449	0.020373	0.025170	0.045063
OGT	OGT	chrX	+	71533104	71575892	2.095268	2.588665	4.634568
GCNA	GCNA	chrX	+	71578024	71613583	0.000000	0.000000	0.000000
CXCR3	CXCR3	chrX	-	71615919	71618511	0.0	0.0	0.0
LOC100129291	LOC100129291	chrX	-	71662991	71666868	0.0	0.0	0.0
LOC101059915	LOC101059915	chrX	+	71667702	71671524	0.0	0.0	0.0
LINC00891	LINC00891	chrX	+	71697196	71703406	0.0	0.0	0.0
LOC100132741	LOC100132741	chrX	+	71697196	71703406	0.0	0.0	0.0
CXorf49	CXorf49	chrX	-	71714374	71718285	0.0	0.0	0.0
CXorf49B	CXorf49B	chrX	-	71714374	71718285	0.0	0.0	0.0
CXorf49	CXorf49	chrX	+	71763290	71767201	0.000000	0.000000	0.000000
CXorf49B	CXorf49B	chrX	+	71763290	71767201	0.000000	0.000000	0.000000
LINC00891	LINC00891	chrX	-	71778169	71784378	0.000000	0.000000	0.000000
LOC100132741	LOC100132741	chrX	-	71778169	71784378	0.000000	0.000000	0.000000
NHSL2	NHSL2	chrX	+	71911088	72143574	0.008847	0.010930	0.019569
RPS26P11	RPS26P11	chrX	+	72044409	72044961	0.175008	0.216219	0.387104
RTL5	RTL5	chrX	-	72127111	72131915	0.053501	0.066100	0.118340
FLJ44635	FLJ44635	chrX	+	72144184	72161750	0.000000	0.000000	0.000000
PIN4	PIN4	chrX	+	72181676	72263964	3.648688	7.240705	12.963259
ERCC6L	ERCC6L	chrX	-	72204665	72239027	2.440498	3.099541	5.549206
RPS4X	RPS4X	chrX	-	72272043	72277248	402.375244	497.127228	890.022339
CITED1	CITED1	chrX	-	72301638	72307157	0.000000	0.000000	0.000000
HDAC8	HDAC8	chrX	-	72329516	72573103	0.390660	7.694974	13.776551
PHKA1	PHKA1	chrX	-	72578814	72714306	1.058915	1.308270	2.342237
PHKA1-AS1	PHKA1-AS1	chrX	+	72688949	72712348	0.000000	0.000000	0.000000
FAM226A	FAM226A	chrX	+	72777073	72943750	0.0	0.0	0.0
FAM226B	FAM226B	chrX	+	72777073	72943750	0.0	0.0	0.0
FAM236A	FAM236A	chrX	-	72781865	72938958	0.0	0.0	0.0
FAM236B	FAM236B	chrX	-	72781865	72938958	0.0	0.0	0.0
FAM236C	FAM236C	chrX	-	72807425	72913401	0.0	0.0	0.0
FAM236D	FAM236D	chrX	-	72807425	72913401	0.0	0.0	0.0
DMRTC1B	DMRTC1B	chrX	+	72842786	72878044	0.0	0.0	0.0
DMRTC1	DMRTC1	chrX	+	72845042	72875788	0.0	0.0	0.0
PABPC1L2B-AS1	PABPC1L2B-AS1	chrX	-	72998388	73084635	0.0	0.0	0.0
PABPC1L2B	PABPC1L2B	chrX	+	73002939	73006106	0.0	0.0	0.0
PABPC1L2A	PABPC1L2A	chrX	-	73077276	73079512	0.0	0.0	0.0
NAP1L6P	NAP1L6P	chrX	-	73126037	73128080	0.0	0.0	0.0
NAP1L2	NAP1L2	chrX	-	73212301	73214851	0.465700	0.575364	1.030092
CDX4	CDX4	chrX	+	73447254	73454585	0.0	0.0	0.0
MAP2K4P1	MAP2K4P1	chrX	-	73524275	73563085	0.000000	0.000000	0.000000
CHIC1	CHIC1	chrX	+	73563148	73687109	0.570706	0.705097	1.262357
TSIX	TSIX	chrX	+	73792205	73829231	0.0	0.0	0.0
XIST	XIST	chrX	-	73820651	73852753	0.0	0.0	0.0
JPX	JPX	chrX	+	73944324	74070382	0.000000	0.000000	0.000000
FTX	FTX	chrX	-	74028136	74293574	0.397166	0.490691	0.878500
MIR421	MIR421	chrX	-	74218377	74218461	0.164706	0.203491	0.364317
MIR374B	MIR374B	chrX	-	74218547	74218618	0.333333	0.411827	0.737306
MIR374C	MIR374C	chrX	+	74218549	74218618	0.314286	0.388295	0.695176
MIR545	MIR545	chrX	-	74287104	74287209	0.000000	0.000000	0.000000
MIR374A	MIR374A	chrX	-	74287286	74287357	0.000000	0.000000	0.000000
ZCCHC13	ZCCHC13	chrX	+	74304180	74305034	0.0	0.0	0.0
SLC16A2	SLC16A2	chrX	+	74421493	74533916	0.773766	0.955974	1.711509
RLIM	RLIM	chrX	-	74582976	74614624	2.401660	2.973887	5.324243
NEXMIF	NEXMIF	chrX	-	74732856	74925452	0.008023	0.009912	0.017746
ABCB7	ABCB7	chrX	-	75051049	75156283	0.234436	0.289641	0.518554
UPRT	UPRT	chrX	+	75156369	75304897	0.120206	1.270671	2.274921
ZDHHC15	ZDHHC15	chrX	-	75368427	75523502	0.460603	0.647628	1.159469
TTC3P1	TTC3P1	chrX	-	75740538	75743079	0.202203	0.249818	0.447257
MAGEE2	MAGEE2	chrX	-	75782987	75785254	0.0	0.0	0.0
PBDC1	PBDC1	chrX	+	76172929	76178314	26.637329	36.150684	64.721695
MAGEE1	MAGEE1	chrX	+	76427710	76431341	0.033315	0.041160	0.073690
MIR325HG	MIR325HG	chrX	-	76657798	77014532	0.0	0.0	0.0
MIR384	MIR384	chrX	-	76919273	76919360	0.0	0.0	0.0
MIR325	MIR325	chrX	-	77005404	77005501	0.0	0.0	0.0
FGF16	FGF16	chrX	+	77447389	77457278	0.0	0.0	0.0
ATRX	ATRX	chrX	-	77504878	77786216	1.855646	2.293028	4.105279
MAGT1	MAGT1	chrX	-	77825747	77895568	4.201619	5.355671	9.588425
COX7B	COX7B	chrX	+	77899468	77907376	43.171654	53.337788	95.492294
ATP7A	ATP7A	chrX	+	77910656	78050395	0.742450	0.943159	1.688567
PGAM4	PGAM4	chrX	-	77967956	77969638	0.037235	0.046003	0.082361
PGK1	PGK1	chrX	+	78104248	78129295	43.526596	53.776310	96.277405
TAF9B	TAF9B	chrX	-	78129748	78139650	12.699661	15.690198	28.090651
CYSLTR1	CYSLTR1	chrX	-	78271472	78327691	0.0	0.0	0.0
RTL3	RTL3	chrX	-	78656068	78659328	0.0	0.0	0.0
LPAR4	LPAR4	chrX	+	78747709	78757111	0.0	0.0	0.0
MIR4328	MIR4328	chrX	-	78901194	78901249	0.0	0.0	0.0
P2RY10	P2RY10	chrX	+	78945332	78963727	0.0	0.0	0.0
GPR174	GPR174	chrX	+	79144688	79175317	0.0	0.0	0.0
ITM2A	ITM2A	chrX	-	79360384	79367552	0.0	0.0	0.0
TBX22	TBX22	chrX	+	80014753	80031774	0.0	0.0	0.0
CHMP1B2P	CHMP1B2P	chrX	-	80228489	80335318	0.166691	0.205944	0.368707
TENT5D	TENT5D	chrX	+	80335504	80445311	0.000000	0.000000	0.000000
BRWD3	BRWD3	chrX	-	80669503	80809877	0.979955	1.210716	2.167583
HMGN5	HMGN5	chrX	-	81113699	81201913	0.0	0.0	0.0
SH3BGRL	SH3BGRL	chrX	+	81202102	81298547	0.0	0.0	0.0
POU3F4	POU3F4	chrX	+	83508290	83512120	0.0	0.0	0.0
CYLC1	CYLC1	chrX	+	83861126	83886700	0.0	0.0	0.0
RPS6KA6	RPS6KA6	chrX	-	84058346	84188199	0.000000	0.000000	0.000000
MIR548I4	MIR548I4	chrX	-	84225752	84225828	0.0	0.0	0.0
HDX	HDX	chrX	-	84317878	84502453	0.081998	0.101307	0.181373
UBE2DNL	UBE2DNL	chrX	+	84934151	84934890	0.0	0.0	0.0
APOOL	APOOL	chrX	+	85003877	85093315	3.850771	4.757557	8.517602
SATL1	SATL1	chrX	-	85092284	85243779	0.000000	0.000000	0.000000
LOC101928128	LOC101928128	chrX	+	85210706	85219289	0.000000	0.000000	0.000000
ZNF711	ZNF711	chrX	+	85243991	85273357	0.0	0.0	0.0
POF1B	POF1B	chrX	-	85277396	85379665	0.0	0.0	0.0
MIR1321	MIR1321	chrX	+	85835780	85835858	0.0	0.0	0.0
CHM	CHM	chrX	-	85861180	86047558	0.955257	5.668811	10.149049
MIR361	MIR361	chrX	-	85903636	85903707	0.000000	0.000000	0.000000
DACH2	DACH2	chrX	+	86148451	86832602	0.0	0.0	0.0
KLHL4	KLHL4	chrX	+	87517802	87670050	0.024458	0.030217	0.054099
CPXCR1	CPXCR1	chrX	+	88747225	88754784	0.0	0.0	0.0
TGIF2LX	TGIF2LX	chrX	+	89921908	89922883	0.0	0.0	0.0
PABPC5-AS1	PABPC5-AS1	chrX	-	91414903	91434999	0.0	0.0	0.0
PABPC5	PABPC5	chrX	+	91434839	91438584	0.0	0.0	0.0
PCDH11X	PCDH11X	chrX	+	91835461	92623229	0.0	0.0	0.0
MIR4454	MIR4454	chrX	-	92824852	109870452	0.0	0.0	0.0
NAP1L3	NAP1L3	chrX	-	93670931	93673578	0.091012	0.112444	0.201311
FAM133A	FAM133A	chrX	+	93674013	93712274	0.990340	1.300851	2.328954
MIR548M	MIR548M	chrX	-	95063141	95063226	0.0	0.0	0.0
BRDTP1	BRDTP1	chrX	-	96337086	96337902	0.0	0.0	0.0
DIAPH2	DIAPH2	chrX	+	96684663	97604996	0.688900	2.044311	3.659993
RPA4	RPA4	chrX	+	96883908	96885451	0.000000	0.000000	0.000000
DIAPH2-AS1	DIAPH2-AS1	chrX	-	97528364	97564535	0.000000	0.000000	0.000000
PCDH19	PCDH19	chrX	-	100291644	100410273	0.0	0.0	0.0
TNMD	TNMD	chrX	+	100584936	100599885	0.0	0.0	0.0
TSPAN6	TSPAN6	chrX	-	100627108	100637104	1.494797	1.985183	3.554135
SRPX2	SRPX2	chrX	+	100644199	100675787	0.014146	0.017477	0.031290
SYTL4	SYTL4	chrX	-	100674491	100732121	0.000000	0.000000	0.000000
CSTF2	CSTF2	chrX	+	100820363	100841520	8.481272	10.478456	18.759907
NOX1	NOX1	chrX	-	100843324	100874359	0.0	0.0	0.0
XKRX	XKRX	chrX	-	100913445	100928917	0.0	0.0	0.0
ARL13A	ARL13A	chrX	+	100969708	100990831	0.000000	0.000000	0.000000
TRMT2B	TRMT2B	chrX	-	101009345	101052116	4.080436	5.632729	10.084450
TMEM35A	TMEM35A	chrX	+	101078879	101096366	0.000000	0.000000	0.000000
CENPI	CENPI	chrX	+	101098182	101163673	1.920608	3.761820	6.734904
DRP2	DRP2	chrX	+	101219944	101264496	0.000000	0.000000	0.000000
TAF7L	TAF7L	chrX	-	101268258	101293083	0.0	0.0	0.0
TIMM8A	TIMM8A	chrX	-	101345661	101348742	11.272618	33.894787	60.682892
BTK	BTK	chrX	-	101349447	101390796	0.000000	0.000000	0.000000
RPL36A	RPL36A	chrX	+	101391011	101396155	0.000000	0.000000	0.000000
RPL36A-HNRNPH2	RPL36A-HNRNPH2	chrX	+	101391011	101414129	146.165237	180.584457	323.305969
GLA	GLA	chrX	-	101397803	101407925	24.495680	30.263962	54.182514
HNRNPH2	HNRNPH2	chrX	+	101408133	101414140	29.813663	38.189064	68.371071
ARMCX4	ARMCX4	chrX	+	101418278	101535988	0.0	0.0	0.0
ARMCX1	ARMCX1	chrX	+	101550547	101554692	0.000000	0.000000	0.000000
ARMCX6	ARMCX6	chrX	-	101615118	101618001	4.662190	6.003073	10.747489
ARMCX3	ARMCX3	chrX	+	101623130	101627843	0.233647	0.324974	0.581810
ARMCX2	ARMCX2	chrX	-	101655281	101659850	0.0	0.0	0.0
NXF5	NXF5	chrX	-	101832112	101857577	0.0	0.0	0.0
ZMAT1	ZMAT1	chrX	-	101882290	101932027	0.446650	0.568504	1.017811
TCEAL2	TCEAL2	chrX	+	102125679	102127712	0.000000	0.000000	0.000000
TCEAL6	TCEAL6	chrX	-	102138502	102142481	0.000000	0.000000	0.000000
BEX5	BEX5	chrX	-	102153707	102155977	0.0	0.0	0.0
TCP11X1	TCP11X1	chrX	+	102215301	102471812	0.0	0.0	0.0
TCP11X2	TCP11X2	chrX	+	102215301	102471812	0.0	0.0	0.0
